Word/Idiom,Meaning,Episode,Memory Palace,Part of Speech,Verb (if relevant)
pruebas,"pruebas: try/test/taste, you try/test/taste (Probar, present, 2nd person)",216,,"Verb, Verb",Probar
pruebe,pruebe: test/try (Probar formal imperative),216,,"Verb, Verb",Probar
pruebe,"pruebe: try/test/taste, he/she/it try/test/taste (Probar, subjunctive, 3rd person)",216,,"Verb, Verb",Probar
pruebe,"pruebe: try/test/taste, I try/test/taste (Probar, subjunctive, 1st person)",216,,"Verb, Verb",Probar
lamenta,"lamenta: laments, he/she/it laments(Lamentar, present, 3rd person)",217,,"Verb, Verb",Lamentar
lamentamos,"lamentamos: lament, we lament (Lamentar, present, 1st person plural)",217,,"Verb, Verb",Lamentar
lamentan,"lamentan: lament, they lament (Lamentar, present, 3rd person plural)",217,,"Verb, Verb",Lamentar
lamento,"lamento: lament, I lament (Lamentar, present, 1st person)",217,,"Verb, Verb",Lamentar
odia,"odia: hates, he/she/it hates (Odiar, present, 3rd person)",217,,"Verb, Verb",Odiar
odiaba,"odiaba: hated, I hated (Odiar, imperfect, 1st person)",217,,"Verb, Verb",Odiar
odiaba,"odiaba: hated, he/she/it hated (Odiar, imperfect, 3rd person)",217,,"Verb, Verb",Odiar
odian,"odian: hate, they hate (Odiar, present, 3rd person plural)",217,,"Verb, Verb",Odiar
odiar,odiar: to hate (infinitive),217,,"Verb, Verb",Odiar
odiaría,"odiaría: would hate, I would hate (Odiar, conditional, 1st person)",217,,"Verb, Verb",Odiar
odiaría,"odiaría: would hate, he/she/it would hate (Odiar, conditional, 3rd person)",217,,"Verb, Verb",Odiar
odiarlo,"odiarlo: ""to hate it"", ""to hate him"" (infinitive contraction)",217,,"Verb, Verb",Odiar
odias,"odias: hate, you hate (Odiar, present, 2nd person)",217,,"Verb, Verb",Odiar
odie,"odie: hate, I hate (Odiar, subjunctive, 1st person)",217,,"Verb, Verb",Odiar
odie,"odie: hate, he/she/it hate (Odiar, subjunctive, 3rd person)",217,,"Verb, Verb",Odiar
odio,"odio: hate, I hate (Odiar, present, 1st person)",217,,"Verb, Verb",Odiar
salva,salva: save (Salvar imperative),217,,"Verb, Verb",Salvar
salva,"salva: saves, he/she/it saves (Salvar, present, 3rd person)",217,,"Verb, Verb",Salvar
salvado,salvado: saved (Salvar participle),217,,"Verb, Verb",Salvar
salvar,salvar: to save (Salvar infinitive),217,,"Verb, Verb",Salvar
salvaste,"salvaste: saved, you saved (Salvar, preterite, 2nd person)",217,,"Verb, Verb",Salvar
salve,"salve: save, I save (Salvar, subjunctive, 1st person)",217,,"Verb, Verb",Salvar
salve,"salve: save, he/she/it save (Salvar, subjunctive, 3rd person)",217,,"Verb, Verb",Salvar
salve,salve: save (Salvar formal imperative),217,,"Verb, Verb",Salvar
salvo,"salvo: save, I save (Salvar, present, 1st person)",217,,"Verb, Verb",Salvar
salvó,"salvó: saved, he/she/it saved (Salvar, preterite, 3rd person)",217,,"Verb, Verb",Salvar
a salvo,"a salvo: ""safe"" (idiom)",218,,"Cluster, Idiom",
al lado de,al lado de: next to/beside (idiom),218,,"Cluster, Idiom",
al parecer,al parecer: apparently (idiom),218,,"Cluster, Idiom",
ante,ante: before/in front of (preposition),218,,"Preposition, Preposition",
frente,frente: facing/opposite (preposition),218,,"Preposition, Preposition",
junto,junto: next to (adverb),218,,"Adverb, Place, general",
mas,mas: but (conjunction),218,,"Conjunction, Coordinating",
salvo,salvo: safe (. noun),218,,"Noun, Noun",
salvo,salvo: except (preposition),218,,"Preposition, Preposition",
salvo,salvo: safe (adjective),218,,"Adjective, Estar, feeling",
sino,sino: but rather (conjunction),218,,"Conjunction, Coordinating",
tras,tras: after/behind (preposition),218,,"Preposition, Preposition",
un solo / una sola,un solo / una sola:  just one/ a single (idiom),218,,"Cluster, Idiom",
árbol,árbol: tree (masc. noun),219,,"Noun, Noun",
bosque,bosque: forest /the woods (masc. noun),219,,"Noun, Noun",
isla,isla: island (fem. noun),219,,"Noun, Noun",
lago,lago: lake (masc. noun),219,,"Noun, Noun",
lluvia,lluvia: rain (fem. noun),219,,"Noun, Noun",
luna,luna: moon (fem. noun),219,,"Noun, Noun",
mar,mar: sea (masc. noun),219,,"Noun, Noun",
naturaleza,naturaleza: nature (fem. noun),219,,"Noun, Noun",
nieve,nieve: snow (fem. noun),219,,"Noun, Noun",
planta,planta: plant (fem. noun),219,,"Noun, Noun",
playa,playa: beach (fem. noun),219,,"Noun, Noun",
río,río: river (masc. noun),219,,"Noun, Noun",
sol,sol: sun (masc. noun),219,,"Noun, Noun",
tormenta,tormenta: storm (fem. noun),219,,"Noun, Noun",
doler,doler: to hurt (Doler infinitive),221,,"Verb, Verb",Doler
dolerá,"dolerá: will hurt, he/she/it will hurt (Doler, future, 3rd person)",221,,"Verb, Verb",Doler
dolió,"dolió: hurt, he/she/it hurt (Doler, preterite, 3rd person)",221,,"Verb, Verb",Doler
duela,"duela: hurt, he/she/it hurt (Doler, subjunctive, 3rd person)",221,,"Verb, Verb",Doler
duele,"duele: hurts, he/she/it hurts (Doler, present, 3rd person)",221,,"Verb, Verb",Doler
duelo,"duelo: hurt, I hurt (Doler, present, 1st person)",221,,"Verb, Verb",Doler
guitarra,guitarra: guitar (fem. noun),221,,"Noun, Noun",
piano,piano: piano (masc. noun),221,,"Noun, Noun",
sonaba,"sonaba: sounded, he/she/it sounded (Sonar, imperfect, 3rd person)",221,,"Verb, Verb",Sonar
sonando,sonando: sounding (Sonar gerund),221,,"Verb, Verb",Sonar
sonar,sonar: to sound (Sonar infinitive),221,,"Verb, Verb",Sonar
sonó,"sonó: sounded, he/she/it sounded (Sonar, preterite, 3rd person)",221,,"Verb, Verb",Sonar
suena,"suena: sounds, he/she/it sounds (Sonar, present, 3rd person)",221,,"Verb, Verb",Sonar
suenan,"suenan: sound, they sound (Sonar, present, 3rd person plural)",221,,"Verb, Verb",Sonar
suenas,"suenas: sound, you sound (Sonar, present, 2nd person)",221,,"Verb, Verb",Sonar
suene,"suene: sound, he/she/it sound (Sonar, subjunctive, 3rd person)",221,,"Verb, Verb",Sonar
toca,toca: touch (Tocar imperative),221,,"Verb, Verb",Tocar
toca,"toca: touches/plays, he/she/it  touches/plays (Tocar, present, 3rd person)",221,,"Verb, Verb",Tocar
tocado,tocado: touched/played (Tocar participle),221,,"Verb, Verb",Tocar
tocando,tocando: touching/playing (Tocar gerund),221,,"Verb, Verb",Tocar
tocar,tocar: to touch/to play (Tocar infinitive),221,,"Verb, Verb",Tocar
tocas,"tocas: touch/play, you  touch/play (Tocar, present, 2nd person)",221,,"Verb, Verb",Tocar
toco,"toco: touch/play, I touch/play(Tocar, present, 1st person)",221,,"Verb, Verb",Tocar
tocó,"tocó: touched/played, he/she/it touched/played (Tocar, preterite, 3rd person)",221,,"Verb, Verb",Tocar
toque,toque: touch (Tocar formal imperative),221,,"Verb, Verb",Tocar
toque,"toque: touch/play, I touch/play (Tocar, subjunctive, 1st person)",221,,"Verb, Verb",Tocar
toque,"toque: touch/play, he/she/it touch/play (Tocar, subjunctive, 3rd person)",221,,"Verb, Verb",Tocar
toquen,toquen: touch (Tocar plural imperative),221,,"Verb, Verb",Tocar
toquen,"toquen: touch/play, they touch/play (Tocar, subjunctive, 3rd person plural)",221,,"Verb, Verb",Tocar
toques,toques: touch (Tocar negative imperative),221,,"Verb, Verb",Tocar
toques,"toques: touch/play, you touch/play (Tocar, subjunctive, 2nd person)",221,,"Verb, Verb",Tocar
basta,"basta: is enough, he/she/it is enough (Bastar, present, 3rd person)",222,,"Verb, Verb",Bastar
bastaba,"bastaba: was enough, he/she/it was enough (Bastar, imperfect, 3rd person)",222,,"Verb, Verb",Bastar
bastaban,"bastaban: were enough, they were enough (Bastar, imperfect, 3rd person plural)",222,,"Verb, Verb",Bastar
bastado,bastado: been enough (Bastar participle),222,,"Verb, Verb",Bastar
bastan,"bastan: are enough, they are enough (Bastar, present, 3rd person plural)",222,,"Verb, Verb",Bastar
bastar,bastar: to be enough (Bastar infinitive),222,,"Verb, Verb",Bastar
bastará,"bastará: will be enough, he/she/it will be enough (Bastar, future, 3rd person)",222,,"Verb, Verb",Bastar
bastaría,"bastaría: would be enough, he/she/it would be enough (Bastar, conditional, 3rd person)",222,,"Verb, Verb",Bastar
bastó,"bastó: was enough, he/she/it was enough (Bastar, preterite, 3rd person)",222,,"Verb, Verb",Bastar
encanta,"encanta: enchants, he/she/it enchants (Encantar, present, 3rd person)",222,,"Verb, Verb",Encantar
encantaba,"encantaba: enchanted, he/she/it enchanted (Encantar, imperfect, 3rd person)",222,,"Verb, Verb",Encantar
encantaban,"encantaban: enchanted, they enchanted (Encantar, imperfect, 3rd person plural)",222,,"Verb, Verb",Encantar
encantado,encantado: enchanted (Encantar participle),222,,"Verb, Verb",Encantar
encantan,"encantan: enchant, they enchant (Encantar, present, 3rd person plural)",222,,"Verb, Verb",Encantar
encantar,encantar: to enchant (Encantar infinitive),222,,"Verb, Verb",Encantar
encantará,"encantará: will enchant, he/she/it will enchant (Encantar, future, 3rd person)",222,,"Verb, Verb",Encantar
encantaría,"encantaría: would enchant, he/she/it would enchant (Encantar, conditional, 3rd person)",222,,"Verb, Verb",Encantar
encantarían,"encantarían: would enchant, they would enchant (Encantar, conditional, 3rd person plural)",222,,"Verb, Verb",Encantar
encantó,"encantó: enchanted, he/she/it enchanted (Encantar, preterite, 3rd person)",222,,"Verb, Verb",Encantar
estando,"estando: ""being"" (Estar, gerund)",223,,"Verb, Verb",
gerunds not preceded by a conjugated verb,"advanced: use of a gerund as an adverb, not right after a conjugated verb",223,,"Other structure, advanced structure",
honesto,honesto: honest (adjective),223,,"Adjective, Ser, other",
mil,mil: thousand (number),223,,"Adjective, Number",
millones,millones: million (number),223,,"Adjective, Number",
abogado,abogado: lawyer/attorney (masc. noun),224,,"Noun, Noun",
aeropuerto,aeropuerto: airport (masc. noun),224,,"Noun, Noun",
autobús,autobús: bus (masc. noun),224,,"Noun, Noun",
capitán,capitán: captain (masc. noun),224,,"Noun, Noun",
carro,carro: car (masc. noun),224,,"Noun, Noun",
compañero,compañero: classmate/coworker/roommate (masc. noun),224,,"Noun, Noun",
detective,detective: detective (masc. noun),224,,"Noun, Noun",
dueño,dueño: owner (masc. noun),224,,"Noun, Noun",
papel,papel: role (masc. noun),224,,"Noun, Noun",
primo,primo: cousin (masc. noun),224,,"Noun, Noun",
sargento,sargento: sergeant  (masc. noun),224,,"Noun, Noun",
soldado,soldado: soldier (masc. noun),224,,"Noun, Noun",
taxi,taxi: taxi (masc. noun),224,,"Noun, Noun",
tráfico,tráfico: traffic (masc. noun),224,,"Noun, Noun",
vacaciones,vacaciones: vacation (fem. noun),224,,"Noun, Noun",
vuelo,vuelo: flight (masc. noun),224,,"Noun, Noun",
conseguí,"conseguí: acquired/got, I acquired/got (Conseguir, preterite, 1st person)",226,,"Verb, Verb",Conseguir
conseguido,conseguido: acquired/gotten (Conseguir participle),226,,"Verb, Verb",Conseguir
conseguimos,"conseguimos: acquire/get, we acquire/get (Conseguir, present, 1st person plural)",226,,"Verb, Verb",Conseguir
conseguimos,"conseguimos: acquired/got, we acquired/got (Conseguir, preterite, 1st person plural)",226,,"Verb, Verb",Conseguir
conseguir,conseguir: to acquire/to get(Conseguir infinitive),226,,"Verb, Verb",Conseguir
conseguiré,"conseguiré: will acquire/get, I will acquire/get (Conseguir, future, 1st person)",226,,"Verb, Verb",Conseguir
conseguirlo,conseguirlo: to acquire/get (Conseguir infinitive) + him/it (masc.),226,,"Verb, Verb",Conseguir
conseguiste,"conseguiste: acquired/got, you acquired/got (Conseguir, preterite, 2nd person)",226,,"Verb, Verb",Conseguir
consiga,"consiga: acquire/get, he/she/it acquire/get (Conseguir, subjunctive, 3rd person)",226,,"Verb, Verb",Conseguir
consiga,"consiga: acquire/get, I acquire/get (Conseguir, subjunctive, 1st person)",226,,"Verb, Verb",Conseguir
consiga,"consiga: acquire (Conseguir, formal imperative)",226,,"Verb, Verb",Conseguir
consigo,"consigo: acquire/get, I acquire/get (Conseguir, present, 1st person)",226,,"Verb, Verb",Conseguir
consigue,consigue: acquire (Conseguir imperative),226,,"Verb, Verb",Conseguir
consigue,"consigue: acquires/gets, he/she/it acquires/gets (Conseguir, present, 3rd person)",226,,"Verb, Verb",Conseguir
consíguelo,"consíguelo: acquire (Conseguir, informal imperative) + him/it (masc.)",226,,"Verb, Verb",Conseguir
consigues,"consigues: acquire/get, you acquire/get (Conseguir, present, 2nd person)",226,,"Verb, Verb",Conseguir
consiguió,"consiguió: acquired/got, he/she/it acquired/got (Conseguir, preterite, 3rd person)",226,,"Verb, Verb",Conseguir
usa,usa: use (Usar imperative),226,,"Verb, Verb",Usar
usa,"usa: uses, he/she/it uses (Usar, present, 3rd person)",226,,"Verb, Verb",Usar
usaba,"usaba: used, he/she/it used (Usar, imperfect, 3rd person)",226,,"Verb, Verb",Usar
usaba,"usaba: used, I used (Usar, imperfect, 1st person)",226,,"Verb, Verb",Usar
usado,usado: used (Usar participle),226,,"Verb, Verb",Usar
usamos,"usamos: used, we used (Usar, preterite, 1st person plural)",226,,"Verb, Verb",Usar
usamos,"usamos: use, we use (Usar, present, 1st person plural)",226,,"Verb, Verb",Usar
usan,"usan: use, they use (Usar, present, 3rd person plural)",226,,"Verb, Verb",Usar
usando,usando: using (Usar gerund),226,,"Verb, Verb",Usar
usar,usar: to use (Usar infinitive),226,,"Verb, Verb",Usar
usarla,usarla: to use (Usar infinitive) +her/it (fem),226,,"Verb, Verb",Usar
usarlo,usarlo: to use (Usar infinitive) + him/it (masc),226,,"Verb, Verb",Usar
usas,"usas: use, you use (Usar, present, 2nd person)",226,,"Verb, Verb",Usar
use,"use: use, he/she/it use (Usar, subjunctive, 3rd person)",226,,"Verb, Verb",Usar
use,"use: use, I use (Usar, subjunctive, 1st person)",226,,"Verb, Verb",Usar
use,use: use (Usar formal imperative),226,,"Verb, Verb",Usar
uso,"uso: use, I use (Usar, present, 1st person)",226,,"Verb, Verb",Usar
usó,"usó: used, he/she/it used (Usar, preterite, 3rd person)",226,,"Verb, Verb",Usar
funciona,"funciona: functions/works, he/she/it functions/works (Funcionar, present, 3rd person)",227,,"Verb, Verb",Funcionar
funcionaba,"funcionaba: functioned/worked, he/she/it functioned/worked  (Funcionar, imperfect, 3rd person)",227,,"Verb, Verb",Funcionar
funcionan,"funcionan: function/work, they function/work (Funcionar, present, 3rd person plural)",227,,"Verb, Verb",Funcionar
funcionando,funcionando: functioning/working (Funcionar gerund),227,,"Verb, Verb",Funcionar
funcionar,funcionar: to function/to work (Funcionar infinitive),227,,"Verb, Verb",Funcionar
funcionará,"funcionará: will function/work, he/she/it will function/work (Funcionar, future, 3rd person)",227,,"Verb, Verb",Funcionar
funcione,"funcione: function/work, he/she/it function/work (Funcionar, subjunctive, 3rd person)",227,,"Verb, Verb",Funcionar
funcionó,"funcionó: functioned/worked, he/she/it functioned/worked  (Funcionar, preterite, 3rd person)",227,,"Verb, Verb",Funcionar
gana,"gana: wins/earns, he/she/it wins/earns (Ganar, present, 3rd person)",227,,"Verb, Verb",Ganar
ganado,ganado: won/earned (Ganar participle),227,,"Verb, Verb",Ganar
ganamos,"ganamos: won/earned, we won/earned (Ganar, preterite, 1st person plural)",227,,"Verb, Verb",Ganar
ganamos,"ganamos: win/earn, we win/earn (Ganar, present, 1st person plural)",227,,"Verb, Verb",Ganar
ganan,"ganan: win/earn, they win/earn (Ganar, present, 3rd person plural)",227,,"Verb, Verb",Ganar
ganando,ganando: winning/earning (Ganar gerund),227,,"Verb, Verb",Ganar
ganar,ganar: to win/to earn(Ganar infinitive),227,,"Verb, Verb",Ganar
ganas,"ganas: win/earn, you win/earn (Ganar, present, 2nd person)",227,,"Verb, Verb",Ganar
ganaste,"ganaste: won/earned, you won/earned (Ganar, preterite, 2nd person)",227,,"Verb, Verb",Ganar
gane,"gane: win/earn, he/she/it win/earn (Ganar, subjunctive, 3rd person)",227,,"Verb, Verb",Ganar
gane,"gane: win/earn, I win/earn (Ganar, subjunctive, 1st person)",227,,"Verb, Verb",Ganar
gané,"gané: won/earned, I won/earned (Ganar, preterite, 1st person)",227,,"Verb, Verb",Ganar
gano,"gano: win/earn, I win/earn (Ganar, present, 1st person)",227,,"Verb, Verb",Ganar
ganó,"ganó: won/earned, he/she/it won/earned (Ganar, preterite, 3rd person)",227,,"Verb, Verb",Ganar
paga,"paga: pays, he/she/it pays (Pagar, present, 3rd person)",227,,"Verb, Verb",Pagar
paga,paga: pay (Pagar imperative),227,,"Verb, Verb",Pagar
pagado,pagado: paid (Pagar participle),227,,"Verb, Verb",Pagar
pagan,"pagan: pay, they pay (Pagar, present, 3rd person plural)",227,,"Verb, Verb",Pagar
pagar,pagar: to pay (Pagar infinitive),227,,"Verb, Verb",Pagar
pagará,"pagará: will pay, he/she/it will pay (Pagar, future, 3rd person)",227,,"Verb, Verb",Pagar
pagaré,"pagaré: will pay, I will pay (Pagar, future, 1st person)",227,,"Verb, Verb",Pagar
pagas,"pagas: pay, you pay (Pagar, present, 2nd person)",227,,"Verb, Verb",Pagar
pago,"pago: pay, I pay (Pagar, present, 1st person)",227,,"Verb, Verb",Pagar
pagó,"pagó: paid, he/she/it paid (Pagar, preterite, 3rd person)",227,,"Verb, Verb",Pagar
pague,"pague: pay, he/she/it pay (Pagar, subjunctive, 3rd person)",227,,"Verb, Verb",Pagar
pague,"pague: pay, I pay (Pagar, subjunctive, 1st person)",227,,"Verb, Verb",Pagar
pague,pague: pay (Pagar formal imperative),227,,"Verb, Verb",Pagar
bienvenido,bienvenido: welcome (adjective),228,,"Adjective, Ser, positive/negative",
dámela,"dámela: give it/her to me (Dar, imperative contraction)",228,,"Verb, Verb",Dar
dámelo,"dámelo: give it/him to me (Dar, imperative contraction)",228,,"Verb, Verb",Dar
dárselo,dárselo: to give it to him/her (Dar infinitive) + contraction,228,,"Verb, Verb",Dar
dáselo,"dáselo: give it to him/her (Dar, imperative contraction)",228,,"Verb, Verb",Dar
decírmelo,decírmelo: to tell it to me (Decir infinitive+ contraction),228,,"Verb, Verb",Decir
decírnoslo,decírnoslo: to tell it to us (Decir infinitive+ contraction),228,,"Verb, Verb",Decir
decírselo,decírselo: to tell it to him/her/them (Decir infinitive+contraction),228,,"Verb, Verb",Decir
decírtelo,decírtelo: to tell it to you (Decir infinitive+contraction),228,,"Verb, Verb",Decir
dígamelo,"dígamelo: tell it to me (Decir, formal imperative contraction)",228,,"Verb, Verb",Decir
dímelo,"dímelo: tell it to me (Decir, imperative contraction) NEEDS WORK",228,,"Verb, Verb",Decir
díselo,"díselo: tell it to him/her (Decir, imperative contraction) NEEDS WORK",228,,"Verb, Verb",Decir
divertido,divertido: fun (adjective),228,,"Adjective, Ser, other",
estúpido,estúpido: stupid (adjective),228,,"Adjective, Ser, other",
excelente,excelente: excellent (adjective),228,,"Adjective, Ser, positive/negative",
imposible,imposible: impossible (adjective),228,,"Adjective, Ser, other",
interesante,interesante: interesting (adjective),228,,"Adjective, Ser, other",
maravilloso,maravilloso: wonderful/marvelous (adjective),228,,"Adjective, Ser, positive/negative",
raro,raro: rare/weird (adjective),228,,"Adjective, Ser, other",
terrible,terrible: terrible (adjective),228,,"Adjective, Ser, positive/negative",
acera,acera: sidewalk (fem. noun),229,,"Noun, Noun",
carretera,carretera: road (fem. noun),229,,"Noun, Noun",
destino,destino: destination (masc. noun),229,,"Noun, Noun",
dirección,dirección: direction/address (fem. noun),229,,"Noun, Noun",
entrada,entrada: entrance (fem. noun),229,,"Noun, Noun",
espacio,espacio: space (masc. noun),229,,"Noun, Noun",
estado,estado: state (place) (masc. noun),229,,"Noun, Noun",
infierno,infierno: hell/inferno (masc. noun),229,,"Noun, Noun",
parque,parque: park (masc. noun),229,,"Noun, Noun",
piso,piso: floor/story (masc. noun),229,,"Noun, Noun",
plaza,plaza: plaza/square (fem. noun),229,,"Noun, Noun",
puente,puente: bridge (masc. noun),229,,"Noun, Noun",
sala,sala: room (fem. noun),229,,"Noun, Noun",
salida,salida: exit (fem. noun),229,,"Noun, Noun",
sitio,sitio: site (masc. noun),229,,"Noun, Noun",
suelo,suelo: ground/floor (masc. noun),229,,"Noun, Noun",
ventana,ventana: window (fem. noun),229,,"Noun, Noun",
zona,zona: zone/area (fem. noun),229,,"Noun, Noun",
desea,"desea: wishes, he/she/it wishes (Desear, present, 3rd person)",231,,"Verb, Verb",Desear
deseaba,"deseaba: wished, he/she/it wished (Desear, imperfect, 3rd person)",231,,"Verb, Verb",Desear
deseaba,"deseaba: wished, I wished (Desear, imperfect, 1st person)",231,,"Verb, Verb",Desear
deseado,deseado: wished (Desear participle),231,,"Verb, Verb",Desear
deseamos,"deseamos: wished, we wished (Desear, preterite, 1st person plural)",231,,"Verb, Verb",Desear
deseamos,"deseamos: wish, we wish (Desear, present, 1st person plural)",231,,"Verb, Verb",Desear
desean,"desean: wish, they wish (Desear, present, 3rd person plural)",231,,"Verb, Verb",Desear
deseando,deseando: wishing (Desear gerund),231,,"Verb, Verb",Desear
desearía,"desearía: would wish, I would wish (Desear, conditional, 1st person)",231,,"Verb, Verb",Desear
desearía,"desearía: would wish, he/she/it would wish (Desear, conditional, 3rd person)",231,,"Verb, Verb",Desear
deseas,"deseas: wish, you wish (Desear, present, 2nd person)",231,,"Verb, Verb",Desear
desee,"desee: wish, he/she/it wish (Desear, subjunctive, 3rd person)",231,,"Verb, Verb",Desear
desee,"desee: wish, I wish (Desear, subjunctive, 1st person)",231,,"Verb, Verb",Desear
deseo,"deseo: wish, I wish (Desear, present, 1st person)",231,,"Verb, Verb",Desear
jura,"jura: swears/vows, he/she/it swears/vows (Jurar, present, 3rd person)",231,,"Verb, Verb",Jurar
jurado,jurado: sworn/vowed (Jurar participle),231,,"Verb, Verb",Jurar
juramos,"juramos: swore/vowed, we swore/vowed (Jurar, preterite, 1st person plural)",231,,"Verb, Verb",Jurar
juramos,"juramos: swear/vow, we swear/vow (Jurar, present, 1st person plural)",231,,"Verb, Verb",Jurar
juran,"juran: swear/vow, they swear/vow (Jurar, present, 3rd person plural)",231,,"Verb, Verb",Jurar
jurar,jurar: to swear/to vow (Jurar infinitive),231,,"Verb, Verb",Jurar
juraron,"juraron: swore/vowed, they swore/vowed (Jurar, preterite, 3rd person plural)",231,,"Verb, Verb",Jurar
juras,"juras: swear/vow, you swear/vow (Jurar, present, 2nd person)",231,,"Verb, Verb",Jurar
juraste,"juraste: swore/vowed, you swore/vowed (Jurar, preterite, 2nd person)",231,,"Verb, Verb",Jurar
juré,"juré: swore/vowed, I swore/vowed (Jurar, preterite, 1st person)",231,,"Verb, Verb",Jurar
juro,"juro: swear/vow, I swear/vow (Jurar, present, 1st person)",231,,"Verb, Verb",Jurar
juró,"juró: swore/vowed, he/she/it swore/vowed (Jurar, preterite, 3rd person)",231,,"Verb, Verb",Jurar
corra,corra: run (Correr formal imperative),232,,"Verb, Verb",Correr
corra,"corra: run, he/she/it run (Correr, subjunctive, 3rd person)",232,,"Verb, Verb",Correr
corra,"corra: run, I run (Correr, subjunctive, 1st person)",232,,"Verb, Verb",Correr
corran,corran: run (Correr plural imperative),232,,"Verb, Verb",Correr
corran,"corran: run, they run (Correr, subjunctive, 3rd person plural)",232,,"Verb, Verb",Correr
corras,corras: run (Correr negative imperative),232,,"Verb, Verb",Correr
corras,"corras: run, you run (Correr, subjunctive, 2nd person)",232,,"Verb, Verb",Correr
corre,corre: run (Correr imperative),232,,"Verb, Verb",Correr
corre,"corre: runs, he/she/it runs (Correr, present, 3rd person)",232,,"Verb, Verb",Correr
corremos,"corremos: run, we run (Correr, present, 1st person plural)",232,,"Verb, Verb",Correr
corren,"corren: run, they run (Correr, present, 3rd person plural)",232,,"Verb, Verb",Correr
correr,correr: to run (Correr infinitive),232,,"Verb, Verb",Correr
corres,"corres: run, you run (Correr, present, 2nd person)",232,,"Verb, Verb",Correr
corrí,"corrí: ran, I ran (Correr, preterite, 1st person)",232,,"Verb, Verb",Correr
corriendo,corriendo: running (Correr gerund),232,,"Verb, Verb",Correr
corrió,"corrió: ran, he/she/it ran (Correr, preterite, 3rd person)",232,,"Verb, Verb",Correr
corro,"corro: run, I run (Correr, present, 1st person)",232,,"Verb, Verb",Correr
promete,promete: promise (Prometer imperative),232,,"Verb, Verb",Prometer
promete,"promete: promises, he/she/it promises (Prometer, present, 3rd person)",232,,"Verb, Verb",Prometer
prométeme,"prométeme: promise me (Prometer, imperative contraction)",232,,"Verb, Verb",Prometer
prometer,prometer: to promise (Prometer infinitive),232,,"Verb, Verb",Prometer
prometes,"prometes: promise, you promise (Prometer, present, 2nd person)",232,,"Verb, Verb",Prometer
prometí,"prometí: promised, I promised (Prometer, preterite, 1st person)",232,,"Verb, Verb",Prometer
prometido,prometido: promised (Prometer participle),232,,"Verb, Verb",Prometer
prometieron,"prometieron: promised, they promised (Prometer, preterite, 3rd person plural)",232,,"Verb, Verb",Prometer
prometimos,"prometimos: promised, we promised (Prometer, preterite, 1st person plural)",232,,"Verb, Verb",Prometer
prometió,"prometió: promised, he/she/it promised (Prometer, preterite, 3rd person)",232,,"Verb, Verb",Prometer
prometiste,"prometiste: promised, you promised (Prometer, preterite, 2nd person)",232,,"Verb, Verb",Prometer
prometo,"prometo: promise, I promise (Prometer, present, 1st person)",232,,"Verb, Verb",Prometer
absolutamente,absolutamente: absolutely (adverb),233,,"Adverb, Whether (formerly ""boolean"")",
aun,aun: even /still (adverb),233,,"Adverb, Whether (formerly ""boolean"")",
completamente,completamente: completely  (adverb),233,,"Adverb, Quantity (amount/degree)",
definitivamente,definitivamente: definitely (adverb),233,,"Adverb, Whether (formerly ""boolean"")",
diminutive for nouns,"diminutives for nouns (-ito, -ita, -cito, -cita)",233,,"Other structure, special suffix",
enseguida,enseguida: immediately (adverb),233,,"Adverb, Time, general",
obviamente,obviamente: obviously (adverb),233,,"Adverb, Whether (formerly ""boolean"")",
ojalá,ojalá: hopefully (adverb),233,,"Adverb, Whether (formerly ""boolean"")",
superlative adj/adv,"superlatives for adjectives and adverbs (-ísimo, -ísima)",233,,"Other structure, special suffix",
temprano,temprano: early (adverb),233,,"Adverb, Time, general",
totalmente,totalmente: totally (adverb),233,,"Adverb, Whether (formerly ""boolean"")",
últimamente,últimamente: lately (adverb),233,,"Adverb, Time, general",
almuerzo,almuerzo: lunch (masc. noun),234,,"Noun, Noun",
cena,cena: dinner (fem. noun),234,,"Noun, Noun",
cerradura,cerradura: lock (fem. noun),234,,"Noun, Noun",
computadora,computadora: computer (fem. noun),234,,"Noun, Noun",
cuchara,cuchara: spoon (fem. noun),234,,"Noun, Noun",
cuchillo,cuchillo: knife (masc. noun),234,,"Noun, Noun",
darse prisa,"darse prisa: ""hurry"" (idiom)",234,,"Cluster, Idiom",
desayuno,desayuno: breakfast (masc. noun),234,,"Noun, Noun",
gato,gato: cat (masc. noun),234,,"Noun, Noun",
llave,llave: key (fem. noun),234,,"Noun, Noun",
objeto,objeto: object (masc. noun),234,,"Noun, Noun",
plato,plato: plate/dish (masc. noun),234,,"Noun, Noun",
prisa,prisa: haste (fem. noun),234,,"Noun, Noun",
reloj,reloj: clock (masc. noun),234,,"Noun, Noun",
tenedor,tenedor: fork (masc. noun),234,,"Noun, Noun",
vaso,vaso: glass (masc. noun),234,,"Noun, Noun",
tráelo,"tráelo: bring it/him (Traer, imperative contraction)",236,,"Verb, Verb",Traer
tráeme,"tráeme: bring me (Traer, imperative contraction)",236,,"Verb, Verb",Traer
traído,traído: brought (Traer participle),236,,"Verb, Verb",Traer
trae,"trae: brings, he/she/it brings (Traer, present, 3rd person)",236,,"Verb, Verb",Traer
trae,trae: bring (Traer imperative),236,,"Verb, Verb",Traer
